1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

[layer]
type=objects
data=
2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,
2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,0,2,2,2,0,0,
2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,0,2,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,4,4,4,4,4,4,4,4,4,4,5,0,0,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,2,2,
4,4,4,4,4,4,4,4,4,4,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,2,
2,2,2,0,0,0,0,0,0,0,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,0,
2,2,2,2,2,2,2,2,0,0,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,0,
2,2,2,2,2,2,2,2,2,0,3,2,2,2,7,4,4,5,2,2,2,2,2,2,2,3,2,2,2,2,0,0,
0,2,2,2,2,2,2,2,2,0,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,0,
0,0,0,0,0,0,0,2,2,0,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,0,2,2,2,2,0,
0,0,0,0,0,0,0,2,2,0,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,0,0,2,2,2,0,
0,0,0,0,2,0,0,0,0,0,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,0,0,0,2,2,0,
0,0,0,0,0,0,0,0,0,0,7,4,4,4,4,4,4,6,2,2,2,2,2,2,2,3,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,0,0,2,2,0,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2,3,0,0,2,2,0,0,
2,2,0,0,2,2,2,2,0,0,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,3,0,2,2,0,0,0,
2,2,0,2,2,2,2,2,0,0,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,
2,2,0,2,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,8,4,4,4,4,4,6,0,0,0,0,0,0,
2,2,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,3,2,2,2,2,2,2,2,0,0,2,2,2,
2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,0,3,2,2,2,2,2,2,2,2,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,3,2,2,2,2,2,2,2,2,0,2,0,0,
0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,0,0,3,2,2,2,2,2,2,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,3,2,2,2,2,2,2,2,0,0,0,0,0,
0,0,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,7,4,4,4,4,4,4,4,4,4,4,4,4,
0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,
2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,
2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,
2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2

